"","X","Date","Primary.Type","Description","Location","Arrest","Domestic","Community.Area","Year","Latitude","Longitude"
"5114386",5114386,"09/03/2005 10:50:00 PM","ROBBERY","ARMED: HANDGUN","(41.830954079, -87.630703226)","true","false",34,2005,41.83095,-87.6307
"4941787",4941787,"03/17/2005 09:35:00 PM","ASSAULT","SIMPLE","(41.881756669, -87.686445186)","true","false",28,2005,41.88176,-87.68645
"1782000",1782000,"01/03/2001 12:35:00 AM","ASSAULT","SIMPLE","(41.804149939, -87.62609605)","false","false",NA,2001,41.804149939,-87.62609605
"2390097",2390097,"03/11/2010 07:20:00 PM","ROBBERY","ATTEMPT: STRONGARM-NO WEAPON","(41.99508395, -87.682433108)","false","false",2,2010,41.99508395,-87.682433108
"1836344",1836344,"02/22/2001 09:22:34 AM","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","(41.65553046, -87.593645278)","true","false",NA,2001,41.65553046,-87.593645278
"4467911",4467911,"12/04/2003 11:00:00 AM","THEFT","$500 AND UNDER","(41.899178863, -87.634297515)","false","false",8,2003,41.9,-87.6
"901694",901694,"02/12/2009 11:00:00 PM","THEFT","OVER $500","(41.918248964, -87.643903416)","false","false",7,2009,41.918248964,-87.643903416
"6227471",6227471,"12/17/2008 11:55:00 PM","NARCOTICS","POSS: HEROIN(WHITE)","(41.872026195, -87.727830804)","true","false",26,2008,41.87203,-87.72783
"2579850",2579850,"09/05/2010 09:30:00 PM","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","(41.775999968, -87.752564869)","false","false",64,2010,41.775999968,-87.752564869
"91417",91417,"07/29/2015 10:10:00 AM","ASSAULT","SIMPLE","(41.908462627, -87.627572535)","false","false",8,2015,41.908462627,-87.627572535
"1918240",1918240,"04/27/2001 07:05:00 PM","ROBBERY","ARMED: HANDGUN","(41.984340309, -87.713651732)","true","false",NA,2001,41.984340309,-87.713651732
"5554152",5554152,"01/02/2007 06:20:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.782220022, -87.606692007)","false","false",42,2007,41.78222,-87.60669
"1863888",1863888,"03/18/2001 02:00:00 AM","THEFT","OVER $500","(41.903825371, -87.628993803)","false","false",NA,2001,41.903825371,-87.628993803
"4495993",4495993,"01/04/2004 04:00:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.81376945, -87.747124849)","true","true",56,2004,41.8,-87.7
"2321653",2321653,"12/19/2009 01:30:00 AM","BATTERY","SIMPLE","(41.76231419, -87.597833877)","false","false",69,2009,41.76231419,-87.597833877
"1004092",1004092,"06/18/2004 05:42:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.780667871, -87.664250148)","true","true",67,2004,41.780667871,-87.664250148
"5111238",5111238,"07/28/2005 10:14:00 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.773538962, -87.665325063)","true","false",67,2005,41.77354,-87.66533
"5971664",5971664,"03/29/2008 09:35:00 AM","CRIMINAL DAMAGE","TO PROPERTY","(41.799727733, -87.648549406)","false","true",61,2008,41.79973,-87.64855
"3494103",3494103,"04/20/2014 03:12:00 PM","THEFT","$500 AND UNDER","(41.751717281, -87.567002336)","false","false",43,2014,41.751717281,-87.567002336
"459237",459237,"03/14/2017 07:00:00 AM","THEFT","OVER $500","(41.847384909, -87.693306216)","false","false",30,2017,41.847384909,-87.693306216
"3937189",3937189,"09/04/2002 07:30:00 PM","THEFT","FROM BUILDING","(41.893346855, -87.623478469)","false","false",8,2002,41.893346855,-87.623478469
"490525",490525,"05/03/2017 01:00:00 AM","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","(41.944970734, -87.65471654)","false","false",6,2017,41.944970734,-87.65471654
"4921819",4921819,"02/21/2005 04:30:00 PM","THEFT","$500 AND UNDER","(41.858514771, -87.715194702)","false","true",29,2005,41.85851,-87.71519
"3860398",3860398,"06/22/2002 11:30:00 PM","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","(41.810505195, -87.643159888)","true","false",61,2002,41.810505195,-87.643159888
"677005",677005,"03/02/2018 09:00:00 AM","CRIMINAL DAMAGE","TO VEHICLE","(41.879410537, -87.631340358)","false","false",32,2018,41.879410537,-87.631340358
"5006396",5006396,"05/17/2005 09:29:38 PM","NARCOTICS","POSS: CANNABIS MORE THAN 30GMS","(41.769233884, -87.687041707)","true","false",66,2005,41.76923,-87.68704
"3401532",3401532,"10/12/2013 11:30:00 AM","THEFT","OVER $500","(41.760041174, -87.574926492)","false","false",43,2013,41.760041174,-87.574926492
"5867803",5867803,"11/23/2007 03:50:00 AM","ROBBERY","ARMED: HANDGUN","(41.749358597, -87.610848276)","false","false",44,2007,41.74936,-87.61085
"3519194",3519194,"06/04/2014 02:15:00 PM","THEFT","$500 AND UNDER","(41.756904307, -87.647839347)","false","false",71,2014,41.756904307,-87.647839347
"2996702",2996702,"03/06/2012 01:38:00 AM","BURGLARY","FORCIBLE ENTRY","(41.850137206, -87.691304117)","false","true",30,2012,41.850137206,-87.691304117
"4450333",4450333,"11/08/2003 11:55:00 PM","NARCOTICS","POSS: CRACK","(41.769934371, -87.662741415)","true","false",67,2003,41.8,-87.7
"5647264",5647264,"04/12/2007 08:00:00 PM","THEFT","FROM BUILDING","(41.937748903, -87.826618145)","false","false",17,2007,41.93775,-87.82662
"4439828",4439828,"10/19/2003 10:50:00 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.872061089, -87.74564158)","true","false",25,2003,41.9,-87.7
"4970163",4970163,"04/15/2005 03:30:00 PM","OTHER OFFENSE","TELEPHONE THREAT","(41.775947776, -87.731232021)","false","true",65,2005,41.77595,-87.73123
"2345534",2345534,"01/23/2010 09:55:00 PM","MOTOR VEHICLE THEFT","AUTOMOBILE","(42.019399237, -87.675049485)","true","false",1,2010,42.019399237,-87.675049485
"2144668",2144668,"10/03/2001 04:35:00 PM","NARCOTICS","POSS: HEROIN(WHITE)","(41.862118973, -87.693823763)","true","false",NA,2001,41.862118973,-87.693823763
"803368",803368,"11/19/2002 04:35:29 PM","NARCOTICS","POSS: CRACK","(41.893524718, -87.755545241)","true","false",25,2002,41.893524718,-87.755545241
"1289178",1289178,"12/06/2011 02:30:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.93539176, -87.668504769)","false","false",6,2011,41.93539176,-87.668504769
"3055518",3055518,"09/17/2012 02:32:00 PM","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","(41.998584125, -87.660298313)","false","false",1,2012,41.998584125,-87.660298313
"5479720",5479720,"10/10/2006 01:00:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.697047915, -87.63100559)","false","true",49,2006,41.69705,-87.63101
"5471728",5471728,"09/30/2006 09:18:21 PM","OTHER OFFENSE","OTHER VEHICLE OFFENSE","(41.765843063, -87.564261036)","false","true",43,2006,41.76584,-87.56426
"1201504",1201504,"10/03/2005 07:00:00 PM","BATTERY","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON","(41.858489603, -87.71766176)","false","false",29,2005,41.858489603,-87.71766176
"958730",958730,"03/05/2004 04:00:00 PM","ASSAULT","SIMPLE","(41.773195918, -87.634867958)","false","false",68,2004,41.773195918,-87.634867958
"3306934",3306934,"07/09/2013 03:10:00 PM","THEFT","RETAIL THEFT","(41.653018135, -87.547151545)","true","false",55,2013,41.653018135,-87.547151545
"1388464",1388464,"05/29/2012 11:25:00 AM","BATTERY","AGGRAVATED:KNIFE/CUTTING INSTR","(41.655040485, -87.543515256)","false","false",55,2012,41.655040485,-87.543515256
"2503425",2503425,"06/28/2010 02:00:00 AM","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","(41.807889242, -87.72200519)","false","false",57,2010,41.807889242,-87.72200519
"6517754",6517754,"11/25/2009 03:30:00 PM","ASSAULT","SIMPLE","(41.936296325, -87.731501307)","false","true",21,2009,41.9363,-87.7315
"3278962",3278962,"06/09/2013 03:10:00 AM","BATTERY","SIMPLE","(41.87794002, -87.647759117)","true","false",28,2013,41.87794002,-87.647759117
"1945169",1945169,"05/18/2001 02:15:00 PM","OTHER OFFENSE","HARASSMENT BY TELEPHONE","(41.969013957, -87.696109306)","false","true",NA,2001,41.969013957,-87.696109306
"3110137",3110137,"01/22/2002 06:00:00 PM","GAMBLING","GAME/CARDS","(41.968566101, -87.69452891)","true","false",NA,2002,41.968566101,-87.69452891
"3052992",3052992,"08/24/2012 11:32:00 AM","NARCOTICS","MANU/DEL:CANNABIS 10GM OR LESS","(41.76754789, -87.576337337)","false","false",43,2012,41.76754789,-87.576337337
"2432709",2432709,"04/22/2010 03:40:00 PM","BURGLARY","FORCIBLE ENTRY","(41.76778731, -87.684548902)","false","false",66,2010,41.76778731,-87.684548902
"4954681",4954681,"03/31/2005 07:00:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.903058722, -87.733698001)","true","true",23,2005,41.90306,-87.7337
"45251",45251,"05/24/2015 11:30:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.78592732, -87.654662019)","false","false",68,2015,41.78592732,-87.654662019
"4812794",4812794,"10/21/2004 10:30:00 PM","ROBBERY","STRONGARM - NO WEAPON","(41.757304257, -87.645423469)","false","false",71,2004,41.7573,-87.64542
"3755229",3755229,"03/14/2002 06:00:00 PM","BATTERY","AGGRAVATED: OTHER DANG WEAPON","(41.856086293, -87.659603039)","true","false",NA,2002,41.856086293,-87.659603039
"1858813",1858813,"03/08/2001 06:27:43 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.84320029, -87.731970825)","true","false",NA,2001,41.84320029,-87.731970825
"943626",943626,"05/20/2009 12:43:11 PM","NARCOTICS","POSS: CRACK","(41.67696152, -87.635861892)","true","false",53,2009,41.67696152,-87.635861892
"2140776",2140776,"10/06/2001 08:30:00 PM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.698538206, -87.624321349)","false","false",NA,2001,41.698538206,-87.624321349
"639699",639699,"12/07/2017 11:15:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.909798633, -87.652036281)","false","false",8,2017,41.909798633,-87.652036281
"3905493",3905493,"08/06/2002 05:00:00 AM","CRIMINAL DAMAGE","TO PROPERTY","(41.972313614, -87.685036909)","false","false",4,2002,41.972313614,-87.685036909
"6460614",6460614,"09/23/2009 03:20:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.85593673, -87.721122032)","true","false",29,2009,41.85594,-87.72112
"6281011",6281011,"03/06/2009 06:30:00 PM","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","(41.780500767, -87.69221554)","false","false",66,2009,41.7805,-87.69222
"4749522",4749522,"08/22/2004 01:25:00 PM","BATTERY","SIMPLE","(41.862056515, -87.71042125)","false","false",29,2004,41.9,-87.7
"61217",61217,"06/15/2015 04:00:00 PM","ASSAULT","SIMPLE","(41.904579871, -87.640696598)","false","false",8,2015,41.904579871,-87.640696598
"6148494",6148494,"09/28/2008 02:00:00 AM","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","(41.797757897, -87.788657324)","false","false",56,2008,41.79776,-87.78866
"3583734",3583734,"08/20/2014 09:45:00 PM","OTHER OFFENSE","PAROLE VIOLATION","(41.887731356, -87.764286664)","true","false",25,2014,41.887731356,-87.764286664
"5803832",5803832,"09/19/2007 08:12:08 PM","CRIMINAL DAMAGE","TO PROPERTY","(41.809289921, -87.695457224)","false","false",58,2007,41.80929,-87.69546
"2493800",2493800,"06/18/2010 12:11:42 PM","ROBBERY","ATTEMPT: ARMED-HANDGUN","(41.737948552, -87.740966896)","false","false",70,2010,41.737948552,-87.740966896
"2644179",2644179,"11/19/2010 12:30:00 PM","BURGLARY","UNLAWFUL ENTRY","(41.797021283, -87.641580931)","false","false",61,2010,41.797021283,-87.641580931
"6056282",6056282,"06/28/2008 09:01:14 PM","ASSAULT","SIMPLE","(41.783247439, -87.605991095)","false","false",42,2008,41.78325,-87.60599
"5403046",5403046,"04/10/2006 09:15:00 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.744595581, -87.652367519)","true","false",71,2006,41.7446,-87.65237
"346915",346915,"08/17/2016 02:00:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.758273773, -87.554811094)","true","true",43,2016,41.758273773,-87.554811094
"4626460",4626460,"04/30/2004 08:00:00 PM","BURGLARY","UNLAWFUL ENTRY","(41.807180732, -87.719855185)","false","false",57,2004,41.8,-87.7
"520670",520670,"06/15/2017 07:00:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.768857737, -87.571479508)","false","false",43,2017,41.768857737,-87.571479508
"2667758",2667758,"02/11/2011 01:50:00 AM","BATTERY","SIMPLE","(41.889453169, -87.627994833)","false","false",8,2011,41.889453169,-87.627994833
"6116024",6116024,"08/26/2008 03:05:00 PM","THEFT","$500 AND UNDER","(41.688666268, -87.62779438)","false","false",49,2008,41.68867,-87.62779
"5032099",5032099,"06/19/2005 10:25:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.812244589, -87.604430616)","false","true",39,2005,41.81224,-87.60443
"3391159",3391159,"10/10/2013 01:00:00 PM","THEFT","POCKET-PICKING","(41.885730453, -87.634928896)","false","false",32,2013,41.885730453,-87.634928896
"1440216",1440216,"07/20/2012 08:00:00 PM","ROBBERY","ATTEMPT: ARMED-OTHER DANG WEAP","(41.858030065, -87.710306152)","false","false",29,2012,41.858030065,-87.710306152
"6085958",6085958,"07/28/2008 06:15:07 PM","DECEPTIVE PRACTICE","UNLAWFUL USE OF RECORDED SOUND","(41.902285227, -87.752457779)","true","false",25,2008,41.90229,-87.75246
"5399958",5399958,"07/16/2006 06:22:00 PM","ROBBERY","ARMED: HANDGUN","(41.883934289, -87.679912212)","false","false",28,2006,41.88393,-87.67991
"4608555",4608555,"04/12/2004 02:00:00 PM","THEFT","RETAIL THEFT","(41.783757424, -87.683764609)","true","false",66,2004,41.8,-87.7
"3340322",3340322,"08/13/2013 09:10:00 PM","THEFT","RETAIL THEFT","(41.881615129, -87.624350113)","false","false",32,2013,41.881615129,-87.624350113
"1962674",1962674,"05/31/2001 06:55:00 PM","ROBBERY","ARMED: HANDGUN","(41.909582611, -87.63480856)","false","false",NA,2001,41.909582611,-87.63480856
"2085386",2085386,"08/21/2001 09:20:00 PM","NARCOTICS","POSS: CRACK","(41.906163332, -87.643438342)","true","false",NA,2001,41.906163332,-87.643438342
"2065276",2065276,"08/08/2001 07:05:46 PM","NARCOTICS","POSS: HEROIN(BRN/TAN)","(41.893738874, -87.713973689)","true","false",NA,2001,41.893738874,-87.713973689
"4140338",4140338,"03/17/2003 02:00:00 PM","THEFT","FROM BUILDING","(41.748890354, -87.569843037)","false","false",46,2003,41.7,-87.6
"4894074",4894074,"01/21/2005 07:00:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.743379145, -87.613095562)","false","true",44,2005,41.74338,-87.6131
"2686609",2686609,"03/05/2011 08:30:00 AM","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","(41.767536874, -87.67238875)","true","false",67,2011,41.767536874,-87.67238875
"3517544",3517544,"06/02/2014 06:15:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.735752645, -87.580546872)","false","false",48,2014,41.735752645,-87.580546872
"1710751",1710751,"06/23/2008 08:00:00 AM","THEFT","$500 AND UNDER","(41.883539463, -87.626231082)","false","false",32,2008,41.883539463,-87.626231082
"231049",231049,"02/26/2016 02:14:00 PM","BATTERY","SIMPLE","(41.786759239, -87.663614801)","true","true",67,2016,41.786759239,-87.663614801
"1234917",1234917,"01/19/2006 07:30:00 PM","BATTERY","AGGRAVATED: OTHER DANG WEAPON","(41.77548106, -87.588848135)","true","false",42,2006,41.77548106,-87.588848135
"969360",969360,"08/05/2009 12:30:00 AM","CRIMINAL DAMAGE","TO VEHICLE","(41.901073186, -87.775331379)","false","false",25,2009,41.901073186,-87.775331379
"5891645",5891645,"12/23/2007 05:39:04 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.811512827, -87.655221014)","false","true",61,2007,41.81151,-87.65522
"684260",684260,"02/23/2018 10:00:00 PM","BATTERY","SIMPLE","","false","false",3,2018,NA,NA
"5839213",5839213,"10/23/2007 11:21:00 AM","BURGLARY","FORCIBLE ENTRY","(41.814742426, -87.694401663)","true","false",58,2007,41.81474,-87.6944
"2074691",2074691,"08/19/2001 12:48:55 AM","ASSAULT","AGGRAVATED: HANDGUN","(41.922705875, -87.785563932)","false","false",NA,2001,41.922705875,-87.785563932
"746396",746396,"02/07/2018 04:22:00 PM","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","(41.899145291, -87.627910223)","false","false",8,2018,41.899145291,-87.627910223
"5255023",5255023,"02/06/2006 08:52:00 AM","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD","(41.930755117, -87.710797003)","true","true",22,2006,41.93076,-87.7108
"2036662",2036662,"07/23/2001 05:00:00 PM","THEFT","$500 AND UNDER","(41.802189831, -87.665882119)","false","false",NA,2001,41.802189831,-87.665882119
"5756812",5756812,"08/02/2007 08:00:00 PM","THEFT","$500 AND UNDER","(41.876898356, -87.741201984)","false","false",25,2007,41.8769,-87.7412
"879934",879934,"08/26/2003 01:33:00 AM","BATTERY","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","(41.772583096, -87.637895348)","false","true",68,2003,41.772583096,-87.637895348
"3536340",3536340,"06/26/2014 04:30:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.68073204, -87.619735934)","false","true",53,2014,41.68073204,-87.619735934
"3661578",3661578,"12/10/2014 03:10:00 PM","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","(41.751928332, -87.644077264)","false","false",71,2014,41.751928332,-87.644077264
"6107877",6107877,"08/10/2008 11:45:00 AM","BATTERY","AGGRAVATED: HANDGUN","(41.761227993, -87.667681269)","false","false",67,2008,41.76123,-87.66768
"5294162",5294162,"03/19/2006 02:00:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.77348038, -87.573741714)","false","false",43,2006,41.77348,-87.57374
"4181723",4181723,"04/28/2003 05:00:00 PM","CRIMINAL DAMAGE","TO PROPERTY","(41.747361157, -87.691336072)","false","false",70,2003,41.7,-87.7
"4500502",4500502,"01/04/2004 09:00:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.908562568, -87.765883457)","false","false",25,2004,41.9,-87.8
"1241061",1241061,"02/12/2006 09:50:00 PM","THEFT","FROM BUILDING","(41.763236237, -87.559802041)","false","false",43,2006,41.763236237,-87.559802041
"145946",145946,"09/06/2015 02:00:00 AM","THEFT","FROM BUILDING","(41.845623723, -87.624703584)","false","false",33,2015,41.845623723,-87.624703584
"3150316",3150316,"01/07/2013 07:25:00 AM","BATTERY","SIMPLE","(41.773986212, -87.613079517)","false","false",42,2013,41.773986212,-87.613079517
"3282410",3282410,"06/12/2013 10:00:00 PM","THEFT","$500 AND UNDER","(41.669995212, -87.617372964)","false","false",53,2013,41.669995212,-87.617372964
"1091583",1091583,"01/06/2005 01:00:00 PM","NARCOTICS","ATTEMPT POSSESSION CANNABIS","(41.788613959, -87.661193702)","true","false",67,2005,41.788613959,-87.661193702
"688533",688533,"03/14/2018 02:20:00 PM","THEFT","RETAIL THEFT","(41.895140898, -87.624255632)","false","false",8,2018,41.895140898,-87.624255632
"947890",947890,"01/27/2004 02:28:34 PM","BATTERY","SIMPLE","(41.809006703, -87.611440233)","false","false",38,2004,41.809006703,-87.611440233
"677939",677939,"03/03/2018 02:00:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.774659906, -87.694499017)","false","false",66,2018,41.774659906,-87.694499017
"1837057",1837057,"02/25/2001 09:25:00 PM","BATTERY","SIMPLE","(41.785792845, -87.616702085)","false","false",NA,2001,41.785792845,-87.616702085
"830650",830650,"03/13/2003 10:40:00 PM","OTHER OFFENSE","OTHER WEAPONS VIOLATION","(42.020100166, -87.671910459)","true","false",1,2003,42.020100166,-87.671910459
"3946379",3946379,"09/12/2002 03:30:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.768857737, -87.571479508)","true","true",43,2002,41.768857737,-87.571479508
"3300500",3300500,"07/02/2013 01:00:00 PM","THEFT","$500 AND UNDER","(41.879414176, -87.752356501)","false","false",25,2013,41.879414176,-87.752356501
"1773815",1773815,"12/20/2008 03:45:00 PM","THEFT","OVER $500","(41.736235523, -87.72147976)","false","false",70,2008,41.736235523,-87.72147976
"374737",374737,"09/23/2016 03:15:00 AM","THEFT","$500 AND UNDER","(41.836896155, -87.723538337)","false","false",30,2016,41.836896155,-87.723538337
"2649599",2649599,"11/26/2010 11:30:00 AM","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","(41.888281593, -87.628029756)","false","false",8,2010,41.888281593,-87.628029756
"2819519",2819519,"07/18/2011 08:50:00 PM","CRIMINAL TRESPASS","TO LAND","(41.666281986, -87.630692257)","false","false",53,2011,41.666281986,-87.630692257
"804314",804314,"11/28/2002 09:00:00 AM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.795181344, -87.66218492)","false","false",61,2002,41.795181344,-87.66218492
"2912475",2912475,"10/26/2011 10:00:00 PM","THEFT","$500 AND UNDER","(41.699237489, -87.612328671)","false","false",49,2011,41.699237489,-87.612328671
"4129186",4129186,"03/12/2003 08:30:00 AM","BURGLARY","FORCIBLE ENTRY","(41.7661559, -87.641978576)","false","false",68,2003,41.7661559,-87.641978576
"4916080",4916080,"02/15/2005 06:30:00 PM","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","(41.851632109, -87.717738536)","true","false",29,2005,41.85163,-87.71774
"5180866",5180866,"04/15/2005 12:26:20 AM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.71716994, -87.534077858)","true","false",52,2005,41.71717,-87.53408
"1175150",1175150,"07/19/2005 01:30:00 AM","BATTERY","SIMPLE","(41.848398456, -87.626977894)","false","false",33,2005,41.848398456,-87.626977894
"3340534",3340534,"08/14/2013 03:20:00 PM","OTHER OFFENSE","TELEPHONE THREAT","(41.96491786, -87.650000625)","false","false",3,2013,41.96491786,-87.650000625
"1623016",1623016,"04/09/2014 12:30:00 PM","BATTERY","PRO EMP HANDS NO/MIN INJURY","(41.785187197, -87.608524835)","true","false",42,2014,41.785187197,-87.608524835
"1663045",1663045,"08/09/2014 08:30:00 PM","BATTERY","SIMPLE","(41.778340981, -87.703122242)","false","false",66,2014,41.778340981,-87.703122242
"574109",574109,"08/29/2017 05:20:00 PM","ASSAULT","SIMPLE","(41.758117427, -87.573681011)","false","false",43,2017,41.758117427,-87.573681011
"5748682",5748682,"07/09/2007 06:00:00 PM","THEFT","FROM BUILDING","(41.756012884, -87.558525406)","false","false",43,2007,41.75601,-87.55853
"5038238",5038238,"06/24/2005 06:15:00 PM","BATTERY","SIMPLE","(41.801261305, -87.671407804)","false","false",61,2005,41.80126,-87.67141
"3428970",3428970,"11/26/2013 12:45:00 AM","BATTERY","AGG: HANDS/FIST/FEET NO/MINOR INJURY","(41.727914135, -87.656756632)","false","true",73,2013,41.727914135,-87.656756632
"6354674",6354674,"05/29/2009 05:00:00 PM","THEFT","$500 AND UNDER","(41.892665445, -87.616276295)","false","false",8,2009,41.89267,-87.61628
"5021345",5021345,"06/07/2005 08:40:00 AM","ASSAULT","SIMPLE","(41.779639479, -87.614398473)","false","true",42,2005,41.77964,-87.6144
"2242423",2242423,"12/22/2001 05:05:00 PM","THEFT","$500 AND UNDER","(41.735755459, -87.657828456)","false","false",NA,2001,41.735755459,-87.657828456
"2385334",2385334,"02/26/2010 06:00:00 PM","THEFT","FINANCIAL ID THEFT: OVER $300","(41.763327311, -87.581793438)","false","false",43,2010,41.763327311,-87.581793438
"5693773",5693773,"05/29/2007 06:30:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.726992188, -87.596112153)","false","false",47,2007,41.72699,-87.59611
"5303481",5303481,"02/09/2006 08:30:05 PM","NARCOTICS","POSS: COCAINE","(41.759402215, -87.644268517)","true","false",68,2006,41.7594,-87.64427
"548621",548621,"07/25/2017 09:00:00 AM","THEFT","$500 AND UNDER","(41.857093914, -87.668633579)","false","false",31,2017,41.857093914,-87.668633579
"5387068",5387068,"07/02/2006 10:00:00 AM","ASSAULT","SIMPLE","(41.78103885, -87.686864519)","false","true",66,2006,41.78104,-87.68686
"4526539",4526539,"02/05/2004 02:25:00 PM","THEFT","FROM BUILDING","(41.904394115, -87.630001432)","true","false",8,2004,41.9,-87.6
"1013210",1013210,"07/17/2004 07:50:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.969575568, -87.769365171)","false","true",11,2004,41.969575568,-87.769365171
"924444",924444,"11/29/2003 10:15:00 AM","THEFT","OVER $500","(41.87178962, -87.633564301)","false","false",32,2003,41.87178962,-87.633564301
"4439444",4439444,"11/11/2003 07:45:00 PM","THEFT","RETAIL THEFT","(41.836297399, -87.665707653)","false","false",59,2003,41.8,-87.7
"4599873",4599873,"01/25/2018 04:23:00 PM","THEFT","FROM BUILDING","(41.919158947, -87.712489689)","false","false",22,2018,41.9,-87.7
"3191989",3191989,"02/28/2013 12:00:00 PM","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","(41.736369941, -87.554174373)","true","false",46,2013,41.736369941,-87.554174373
"1903320",1903320,"04/16/2001 08:00:00 AM","THEFT","OVER $500","(41.976159698, -87.678043551)","false","false",NA,2001,41.976159698,-87.678043551
"3172895",3172895,"02/04/2013 02:25:00 AM","BATTERY","SIMPLE","(41.945688582, -87.649437757)","false","false",6,2013,41.945688582,-87.649437757
"1768468",1768468,"12/07/2008 02:30:00 PM","BURGLARY","FORCIBLE ENTRY","(41.927850407, -87.648849255)","false","false",7,2008,41.927850407,-87.648849255
"5555918",5555918,"01/04/2007 01:50:00 PM","THEFT","RETAIL THEFT","(41.883500187, -87.627876698)","false","false",32,2007,41.8835,-87.62788
"6263291",6263291,"02/12/2009 10:00:00 AM","OTHER OFFENSE","HARASSMENT BY TELEPHONE","(41.747765135, -87.702336664)","false","true",70,2009,41.74777,-87.70234
"3122036",3122036,"12/03/2012 10:00:00 AM","THEFT","FROM BUILDING","(41.95117425, -87.69816187)","false","false",16,2012,41.95117425,-87.69816187
"5217759",5217759,"12/26/2005 10:00:00 PM","THEFT","$500 AND UNDER","(41.718745491, -87.536494148)","false","false",52,2005,41.71875,-87.53649
"55655",55655,"06/08/2015 03:30:00 PM","THEFT","OVER $500","(41.898205851, -87.716402545)","false","false",23,2015,41.898205851,-87.716402545
"3880028",3880028,"07/15/2002 04:01:29 AM","BATTERY","SIMPLE","(41.856309328, -87.71997688)","false","false",29,2002,41.856309328,-87.71997688
"3129654",3129654,"12/11/2012 02:30:00 AM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.876988081, -87.733637005)","false","false",26,2012,41.876988081,-87.733637005
"1312856",1312856,"02/14/2012 11:40:00 AM","OTHER OFFENSE","LICENSE VIOLATION","(41.910043385, -87.712633134)","false","false",23,2012,41.910043385,-87.712633134
"850696",850696,"05/16/2003 10:00:00 AM","NARCOTICS","SOLICIT NARCOTICS ON PUBLICWAY","(41.892221309, -87.751219421)","true","false",25,2003,41.892221309,-87.751219421
"6363413",6363413,"06/08/2009 11:15:00 PM","CRIMINAL DAMAGE","TO PROPERTY","(41.876650547, -87.755587101)","false","false",25,2009,41.87665,-87.75559
"5449479",5449479,"09/05/2006 12:00:00 PM","ASSAULT","SIMPLE","(41.80065666, -87.686667374)","false","true",63,2006,41.80066,-87.68667
"1566048",1566048,"01/04/2002 03:00:51 PM","NARCOTICS","POSS: CANNABIS MORE THAN 30GMS","(41.908345277, -87.668609139)","true","false",NA,2002,41.908345277,-87.668609139
